step,algo,q_type,exp_type,env_action,reference_action,alt_action,match,summary,reward_resource,reward_network,reward_security,best_q,alt_q,delta,prob_action_0,prob_action_1,prob_action_2,prob_action_3,prob_action_4,prob_action_5,prob_action_6,prob_action_7,prob_action_8,prob_action_9,prob_action_10,prob_action_11,max_prob,max_prob_action,policy_entropy,feat_vim0_cpu,feat_vim0_ram,feat_vim1_cpu,feat_vim1_ram,feat_max_apt_score,feat_mean_apt_score,feat_max_dataleak_score,feat_mean_dataleak_score,feat_max_dos_score,feat_mean_dos_score,feat_mean_security_penalty,feat_max_security_penalty,feat_security_penalty_cumul,feat_mean_network_penalty,feat_max_network_penalty,feat_mean_mtd_overhead,feat_min_remaining_mig,feat_mean_remaining_mig,feat_min_remaining_reinst,feat_mean_remaining_reinst,feat_total_ues,feat_nb_resources
3879,A2C,A2C_Q,SingleObjective_PolicyBased,3,2,2,0,"Action 3 was executed via stochastic sampling; the highest-logit action (action 2) was not chosen. TD-trained Q-value of action 3 vs highest-logit action (action 2): +16.9862. [A2C: Q(s,a) trained via TD on A2C's own transitions. reference_action = argmax(logits). prob_action_i columns contain softmax(logits) for SHAP analysis. Reward decomposition not applicable.]",-0.061658095,-0.084443621,-18.73406469,-407.1313171,-424.1175232,16.98620605,0.035912,0.027909,0.323832,0.062661,0.039592,0.180438,0.053021,0.040143,0.092343,0.023011,0.025338,0.0958,0.323832,2,2.104275,20,186.5,20,104.8125,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.890134572982788,4.578125,10938.20508,0.005210332,0.016311646,0.081978932,0,63.71428680419922,0,888.5714111328125,11,7
3880,A2C,A2C_Q,SingleObjective_PolicyBased,9,2,2,0,"Action 9 was executed via stochastic sampling; the highest-logit action (action 2) was not chosen. TD-trained Q-value of action 9 vs highest-logit action (action 2): -28.5976. [A2C: Q(s,a) trained via TD on A2C's own transitions. reference_action = argmax(logits). prob_action_i columns contain softmax(logits) for SHAP analysis. Reward decomposition not applicable.]",-20,-20.20623784,-40.23507541,-438.486908,-409.8893433,-28.5975647,0.035912,0.027909,0.323832,0.062661,0.039592,0.180438,0.053021,0.040143,0.092343,0.023011,0.025338,0.0958,0.323832,2,2.104275,20,186.5,20,104.8125,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.8906924724578857,4.58203125,10941.0957,0.012129103,0.052825928,0.081978932,0,63.57143020629883,0,888.5714111328125,11,7
3881,A2C,A2C_Q,SingleObjective_PolicyBased,2,2,5,1,"Action 2 was executed and matches the highest-logit action (action 2). TD-trained Q-value vs next-best action 5: +6.3142. [A2C: Q(s,a) trained via TD on A2C's own transitions. reference_action = argmax(logits). prob_action_i columns contain softmax(logits) for SHAP analysis. Reward decomposition not applicable.]",-0.061658095,-0.038498191,-18.7352507,-414.8710632,-421.1853027,6.314239501953125,0.036307,0.028271,0.324997,0.061755,0.040047,0.179554,0.05433,0.040545,0.095447,0.022383,0.025539,0.090825,0.324997,2,2.104651,22,188.5,20,104.8125,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.8906924724578857,4.58203125,10943.98633,0.032230377197265625,0.19128418,0.081978932,0,63.57143020629883,0,888.5714111328125,12,7
3882,A2C,A2C_Q,SingleObjective_PolicyBased,6,2,2,0,"Action 6 was executed via stochastic sampling; the highest-logit action (action 2) was not chosen. TD-trained Q-value of action 6 vs highest-logit action (action 2): +27.3183. [A2C: Q(s,a) trained via TD on A2C's own transitions. reference_action = argmax(logits). prob_action_i columns contain softmax(logits) for SHAP analysis. Reward decomposition not applicable.]",-0.119734256,-0.040654012,-18.73626148,-412.3029785,-439.6213074,27.318328857421875,0.036307,0.028271,0.324997,0.061755,0.040047,0.179554,0.05433,0.040545,0.095447,0.022383,0.025539,0.090825,0.324997,2,2.104651,22,188.5,18,102.75,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.8906924724578857,4.58203125,10946.87695,0.005097253,0.016464233,0.081978932,0,63.57143020629883,0,888.4285888671875,12,7
3883,A2C,A2C_Q,SingleObjective_PolicyBased,11,2,2,0,"Action 11 was executed via stochastic sampling; the highest-logit action (action 2) was not chosen. TD-trained Q-value of action 11 vs highest-logit action (action 2): +19.7764. [A2C: Q(s,a) trained via TD on A2C's own transitions. reference_action = argmax(logits). prob_action_i columns contain softmax(logits) for SHAP analysis. Reward decomposition not applicable.]",-20.06165809,-20.08524087,-40.2372723,-419.2038269,-438.9801941,19.77636719,0.036307,0.028271,0.324997,0.061755,0.040047,0.179554,0.05433,0.040545,0.095447,0.022383,0.025539,0.090825,0.324997,2,2.104651,20,186.5,18,102.75,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.8915295600891113,4.58203125,10949.76758,0.005388532,0.018218994,0.081978932,0,63.57143020629883,0,888.2857055664062,12,7
3884,A2C,A2C_Q,SingleObjective_PolicyBased,2,2,5,1,"Action 2 was executed and matches the highest-logit action (action 2). TD-trained Q-value vs next-best action 5: -10.4085. [A2C: Q(s,a) trained via TD on A2C's own transitions. reference_action = argmax(logits). prob_action_i columns contain softmax(logits) for SHAP analysis. Reward decomposition not applicable.]",-20,-20.08689782,-40.23828317,-431.9310913,-421.522583,-10.4085083,0.036307,0.028271,0.324997,0.061755,0.040047,0.179554,0.05433,0.040545,0.095447,0.022383,0.025539,0.090825,0.324997,2,2.104651,22,188.5,18,102.75,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.8915295600891113,4.58203125,10952.6582,0.012251718,0.053588867,0.081978932,0,63.57143020629883,0,888.2857055664062,12,7
3885,A2C,A2C_Q,SingleObjective_PolicyBased,3,2,2,0,"Action 3 was executed via stochastic sampling; the highest-logit action (action 2) was not chosen. TD-trained Q-value of action 3 vs highest-logit action (action 2): -3.5698. [A2C: Q(s,a) trained via TD on A2C's own transitions. reference_action = argmax(logits). prob_action_i columns contain softmax(logits) for SHAP analysis. Reward decomposition not applicable.]",-0.061658095,-0.039422395,-18.73929408,-418.6972046,-415.1274414,-3.569763184,0.036307,0.028271,0.324997,0.061755,0.040047,0.179554,0.05433,0.040545,0.095447,0.022383,0.025539,0.090825,0.324997,2,2.104651,22,188.5,20,104.8125,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.8915295600891113,4.58203125,10955.54883,0.012479509226977825,0.053070068,0.081978932,0,63.57143020629883,0,888.2857055664062,12,7
3886,A2C,A2C_Q,SingleObjective_PolicyBased,2,2,5,1,"Action 2 was executed and matches the highest-logit action (action 2). TD-trained Q-value vs next-best action 5: +11.4643. [A2C: Q(s,a) trained via TD on A2C's own transitions. reference_action = argmax(logits). prob_action_i columns contain softmax(logits) for SHAP analysis. Reward decomposition not applicable.]",-0.119734256,-0.03924085,-18.73946958,-410.0626526,-421.526947,11.46429443359375,0.03652,0.028528,0.323138,0.062252,0.040721,0.187713,0.04793,0.041041,0.098069,0.022352,0.025443,0.086291,0.323138,2,2.09877,20,186.5,20,104.8125,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.8915295600891113,4.58203125,10958.43945,0.005222048,0.016540527,0.081978932,0,63.42856979370117,0,888.2857055664062,12,7
3887,A2C,A2C_Q,SingleObjective_PolicyBased,2,2,5,1,"Action 2 was executed and matches the highest-logit action (action 2). TD-trained Q-value vs next-best action 5: -12.8040. [A2C: Q(s,a) trained via TD on A2C's own transitions. reference_action = argmax(logits). prob_action_i columns contain softmax(logits) for SHAP analysis. Reward decomposition not applicable.]",-20.06165809,-20.20493697,-40.24048055,-428.9694519,-416.1654968,-12.80395508,0.03652,0.028528,0.323138,0.062252,0.040721,0.187713,0.04793,0.041041,0.098069,0.022352,0.025443,0.086291,0.323138,2,2.09877,20,186.5,18,102.75,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.8915295600891113,4.58203125,10961.33008,0.005197525,0.016235352,0.081978932,0,63.42856979370117,0,888.1428833007812,11,7
3888,A2C,A2C_Q,SingleObjective_PolicyBased,6,2,2,0,"Action 6 was executed via stochastic sampling; the highest-logit action (action 2) was not chosen. TD-trained Q-value of action 6 vs highest-logit action (action 2): +18.4404. [A2C: Q(s,a) trained via TD on A2C's own transitions. reference_action = argmax(logits). prob_action_i columns contain softmax(logits) for SHAP analysis. Reward decomposition not applicable.]",-0.061658095,-0.087428205,-18.74149156,-404.622467,-423.0628357,18.44036865234375,0.03652,0.028528,0.323138,0.062252,0.040721,0.187713,0.04793,0.041041,0.098069,0.022352,0.025443,0.086291,0.323138,2,2.09877,20,186.5,20,104.8125,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.8915295600891113,4.58203125,10964.2207,0.032018118,0.190917969,0.081978932,0,63.42856979370117,0,888.1428833007812,11,7
3889,A2C,A2C_Q,SingleObjective_PolicyBased,5,2,2,0,"Action 5 was executed via stochastic sampling; the highest-logit action (action 2) was not chosen. TD-trained Q-value of action 5 vs highest-logit action (action 2): -17.9949. [A2C: Q(s,a) trained via TD on A2C's own transitions. reference_action = argmax(logits). prob_action_i columns contain softmax(logits) for SHAP analysis. Reward decomposition not applicable.]",-20,-20.0839441,-40.24250263,-421.9089661,-403.9140625,-17.99490356,0.03652,0.028528,0.323138,0.062252,0.040721,0.187713,0.04793,0.041041,0.098069,0.022352,0.025443,0.086291,0.323138,2,2.09877,18,184.5,22,106.875,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.8915295600891113,4.58203125,10967.11133,0.012557439,0.053283691,0.081978932,0,63.42856979370117,0,888,11,7
3890,A2C,A2C_Q,SingleObjective_PolicyBased,7,2,2,0,"Action 7 was executed via stochastic sampling; the highest-logit action (action 2) was not chosen. TD-trained Q-value of action 7 vs highest-logit action (action 2): -19.4224. [A2C: Q(s,a) trained via TD on A2C's own transitions. reference_action = argmax(logits). prob_action_i columns contain softmax(logits) for SHAP analysis. Reward decomposition not applicable.]",-20,-20.03776104,-40.24351374,-420.7078857,-401.2854614,-19.42242432,0.03652,0.028528,0.323138,0.062252,0.040721,0.187713,0.04793,0.041041,0.098069,0.022352,0.025443,0.086291,0.323138,2,2.09877,20,186.5,22,106.875,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.8915295600891113,4.58203125,10970.00195,0.012067249976098537,0.053497314,0.081978932,0,63.42856979370117,0,888,11,7
3891,A2C,A2C_Q,SingleObjective_PolicyBased,11,2,2,0,"Action 11 was executed via stochastic sampling; the highest-logit action (action 2) was not chosen. TD-trained Q-value of action 11 vs highest-logit action (action 2): -0.6016. [A2C: Q(s,a) trained via TD on A2C's own transitions. reference_action = argmax(logits). prob_action_i columns contain softmax(logits) for SHAP analysis. Reward decomposition not applicable.]",-20,-20.03956962,-40.24452489,-398.1992798,-397.5976563,-0.601623535,0.03748,0.029325,0.310125,0.06424,0.041419,0.188926,0.046012,0.041064,0.102728,0.022994,0.02621,0.089478,0.310125,2,2.117431,20,186.5,22,106.875,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.8915295600891113,4.58203125,10972.89258,0.004997798,0.01537323,0.081978932,0,63.42856979370117,0,888,11,7
3892,A2C,A2C_Q,SingleObjective_PolicyBased,5,2,2,0,"Action 5 was executed via stochastic sampling; the highest-logit action (action 2) was not chosen. TD-trained Q-value of action 5 vs highest-logit action (action 2): -5.2321. [A2C: Q(s,a) trained via TD on A2C's own transitions. reference_action = argmax(logits). prob_action_i columns contain softmax(logits) for SHAP analysis. Reward decomposition not applicable.]",-20,-20.04026111,-40.2455361,-399.901123,-394.6690063,-5.232116699,0.03748,0.029325,0.310125,0.06424,0.041419,0.188926,0.046012,0.041064,0.102728,0.022994,0.02621,0.089478,0.310125,2,2.117431,20,186.5,22,106.875,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.8915295600891113,4.58203125,10975.7832,0.005241939,0.015945435,0.081978932,0,63.42856979370117,0,888,12,7
3893,A2C,A2C_Q,SingleObjective_PolicyBased,6,2,2,0,"Action 6 was executed via stochastic sampling; the highest-logit action (action 2) was not chosen. TD-trained Q-value of action 6 vs highest-logit action (action 2): -4.3740. [A2C: Q(s,a) trained via TD on A2C's own transitions. reference_action = argmax(logits). prob_action_i columns contain softmax(logits) for SHAP analysis. Reward decomposition not applicable.]",-0.061658095,-0.039511138,-18.74654735,-398.7036133,-394.3296509,-4.373962402,0.03748,0.029325,0.310125,0.06424,0.041419,0.188926,0.046012,0.041064,0.102728,0.022994,0.02621,0.089478,0.310125,2,2.117431,20,186.5,22,106.875,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.8915295600891113,4.58203125,10978.67578,0.005335399,0.01701355,0.081978932,0,63.42856979370117,0,888,12,7
3894,A2C,A2C_Q,SingleObjective_PolicyBased,8,2,2,0,"Action 8 was executed via stochastic sampling; the highest-logit action (action 2) was not chosen. TD-trained Q-value of action 8 vs highest-logit action (action 2): +1.3992. [A2C: Q(s,a) trained via TD on A2C's own transitions. reference_action = argmax(logits). prob_action_i columns contain softmax(logits) for SHAP analysis. Reward decomposition not applicable.]",-0.120383817,-0.087696087,-18.74021291,-394.3417664,-395.7409363,1.399169922,0.03748,0.029325,0.310125,0.06424,0.041419,0.188926,0.046012,0.041064,0.102728,0.022994,0.02621,0.089478,0.310125,2,2.117431,18,184.5,22,106.875,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.892366647720337,4.58203125,10981.56836,0.005234037,0.016616821,0.081978932,0,63.42856979370117,0,887.8571166992188,12,7
3895,A2C,A2C_Q,SingleObjective_PolicyBased,11,2,2,0,"Action 11 was executed via stochastic sampling; the highest-logit action (action 2) was not chosen. TD-trained Q-value of action 11 vs highest-logit action (action 2): +1.3091. [A2C: Q(s,a) trained via TD on A2C's own transitions. reference_action = argmax(logits). prob_action_i columns contain softmax(logits) for SHAP analysis. Reward decomposition not applicable.]",-20,-20.08495026,-40.24122391,-397.3839417,-398.6930542,1.309112548828125,0.03748,0.029325,0.310125,0.06424,0.041419,0.188926,0.046012,0.041064,0.102728,0.022994,0.02621,0.089478,0.310125,2,2.117431,16,178.375,22,106.875,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.8918087482452393,4.58203125,10984.46094,0.012602942064404488,0.053863525,0.081978932,0,63.42856979370117,0,887.7142944335938,12,7
3896,A2C,A2C_Q,SingleObjective_PolicyBased,5,2,2,0,"Action 5 was executed via stochastic sampling; the highest-logit action (action 2) was not chosen. TD-trained Q-value of action 5 vs highest-logit action (action 2): -4.8051. [A2C: Q(s,a) trained via TD on A2C's own transitions. reference_action = argmax(logits). prob_action_i columns contain softmax(logits) for SHAP analysis. Reward decomposition not applicable.]",-20,-20.04056738,-40.24223496,-406.9339294,-402.1288452,-4.805084229,0.037025,0.029086,0.33146,0.064346,0.041941,0.186428,0.041594,0.041154,0.099671,0.022415,0.025416,0.079463,0.33146,2,2.086737,20,186.5,22,106.875,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.8918087482452393,4.58203125,10987.35352,0.012377874925732613,0.066467285,0.081978932,0,63.42856979370117,0,887.7142944335938,12,7
3897,A2C,A2C_Q,SingleObjective_PolicyBased,0,2,2,0,"Action 0 was executed via stochastic sampling; the highest-logit action (action 2) was not chosen. TD-trained Q-value of action 0 vs highest-logit action (action 2): -8.8834. [A2C: Q(s,a) trained via TD on A2C's own transitions. reference_action = argmax(logits). prob_action_i columns contain softmax(logits) for SHAP analysis. Reward decomposition not applicable.]",-10,-10.0403659,-30.24324605,-415.2955322,-406.4121399,-8.883392334,0.037025,0.029086,0.33146,0.064346,0.041941,0.186428,0.041594,0.041154,0.099671,0.022415,0.025416,0.079463,0.33146,2,2.086737,20,186.5,22,106.875,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.892087697982788,4.58203125,10990.24609,0.005376816,0.017669678,0.081978932,0,63.42856979370117,0,887.7142944335938,12,7
3898,A2C,A2C_Q,SingleObjective_PolicyBased,2,2,5,1,"Action 2 was executed and matches the highest-logit action (action 2). TD-trained Q-value vs next-best action 5: +4.1917. [A2C: Q(s,a) trained via TD on A2C's own transitions. reference_action = argmax(logits). prob_action_i columns contain softmax(logits) for SHAP analysis. Reward decomposition not applicable.]",-0.061658095,-0.041739237,-18.74225173,-408.3922119,-412.5838623,4.191650391,0.037025,0.029086,0.33146,0.064346,0.041941,0.186428,0.041594,0.041154,0.099671,0.022415,0.025416,0.079463,0.33146,2,2.086737,20,186.5,22,106.875,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.892087697982788,4.58203125,10993.13867,0.005349568,0.016983032,0.081978932,0,63.42856979370117,0,887.7142944335938,12,7
3899,A2C,A2C_Q,SingleObjective_PolicyBased,5,2,2,0,"Action 5 was executed via stochastic sampling; the highest-logit action (action 2) was not chosen. TD-trained Q-value of action 5 vs highest-logit action (action 2): +19.9009. [A2C: Q(s,a) trained via TD on A2C's own transitions. reference_action = argmax(logits). prob_action_i columns contain softmax(logits) for SHAP analysis. Reward decomposition not applicable.]",-20.06165809,-20.03890995,-40.24326283,-412.7828064,-432.6837463,19.90093994140625,0.037025,0.029086,0.33146,0.064346,0.041941,0.186428,0.041594,0.041154,0.099671,0.022415,0.025416,0.079463,0.33146,2,2.086737,20,186.5,20,104.8125,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.8918087482452393,4.58203125,10996.03125,0.005535398,0.018035889,0.081978932,0,63.42856979370117,0,887.5714111328125,12,7
3900,A2C,A2C_Q,SingleObjective_PolicyBased,2,2,5,1,"Action 2 was executed and matches the highest-logit action (action 2). TD-trained Q-value vs next-best action 5: -15.2953. [A2C: Q(s,a) trained via TD on A2C's own transitions. reference_action = argmax(logits). prob_action_i columns contain softmax(logits) for SHAP analysis. Reward decomposition not applicable.]",-20.06165809,-20.03954744,-40.24427397,-430.7919312,-415.4966125,-15.2953186,0.037025,0.029086,0.33146,0.064346,0.041941,0.186428,0.041594,0.041154,0.099671,0.022415,0.025416,0.079463,0.33146,2,2.086737,20,186.5,20,104.8125,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.892366647720337,4.5859375,10998.92383,0.005152839,0.016952515,0.081978932,0,63.42856979370117,0,887.5714111328125,12,7
3901,A2C,A2C_Q,SingleObjective_PolicyBased,2,2,5,1,"Action 2 was executed and matches the highest-logit action (action 2). TD-trained Q-value vs next-best action 5: -11.5925. [A2C: Q(s,a) trained via TD on A2C's own transitions. reference_action = argmax(logits). prob_action_i columns contain softmax(logits) for SHAP analysis. Reward decomposition not applicable.]",-20,-20.0871335,-40.24528516,-428.6238098,-417.0312805,-11.5925293,0.035224,0.029701,0.332838,0.066127,0.04249,0.174058,0.043146,0.041691,0.104072,0.022883,0.025972,0.081798,0.332838,2,2.096198,20,186.5,20,104.8125,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.892366647720337,4.5859375,11001.81641,0.005238942,0.017074585,0.081978932,0,63.42856979370117,0,887.5714111328125,12,7
3902,A2C,A2C_Q,SingleObjective_PolicyBased,4,2,2,0,"Action 4 was executed via stochastic sampling; the highest-logit action (action 2) was not chosen. TD-trained Q-value of action 4 vs highest-logit action (action 2): +0.3059. [A2C: Q(s,a) trained via TD on A2C's own transitions. reference_action = argmax(logits). prob_action_i columns contain softmax(logits) for SHAP analysis. Reward decomposition not applicable.]",-0.061658095,-0.040317534,-18.74629639,-411.6264343,-411.932312,0.305877686,0.035224,0.029701,0.332838,0.066127,0.04249,0.174058,0.043146,0.041691,0.104072,0.022883,0.025972,0.081798,0.332838,2,2.096198,20,186.5,22,106.875,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.892366647720337,4.5859375,11004.70898,0.012508937157690525,0.052764893,0.081978932,0,63.42856979370117,0,887.5714111328125,12,7
3903,A2C,A2C_Q,SingleObjective_PolicyBased,4,2,2,0,"Action 4 was executed via stochastic sampling; the highest-logit action (action 2) was not chosen. TD-trained Q-value of action 4 vs highest-logit action (action 2): -14.7676. [A2C: Q(s,a) trained via TD on A2C's own transitions. reference_action = argmax(logits). prob_action_i columns contain softmax(logits) for SHAP analysis. Reward decomposition not applicable.]",-20,-20.0842471,-40.24730767,-426.3979187,-411.6302795,-14.76763916,0.035224,0.029701,0.332838,0.066127,0.04249,0.174058,0.043146,0.041691,0.104072,0.022883,0.025972,0.081798,0.332838,2,2.096198,18,184.5,22,106.875,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.892366647720337,4.5859375,11007.60156,0.005343028,0.017623901,0.081978932,0,63.42856979370117,0,887.4285888671875,12,7
3904,A2C,A2C_Q,SingleObjective_PolicyBased,2,2,5,1,"Action 2 was executed and matches the highest-logit action (action 2). TD-trained Q-value vs next-best action 5: +1.6104. [A2C: Q(s,a) trained via TD on A2C's own transitions. reference_action = argmax(logits). prob_action_i columns contain softmax(logits) for SHAP analysis. Reward decomposition not applicable.]",-0.061658095,-0.038076163,-18.74731642,-414.5718384,-416.1821899,1.610351563,0.035224,0.029701,0.332838,0.066127,0.04249,0.174058,0.043146,0.041691,0.104072,0.022883,0.025972,0.081798,0.332838,2,2.096198,20,186.5,22,106.875,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.892366647720337,4.5859375,11010.49414,0.012110846117138863,0.05355835,0.081978932,0,63.42856979370117,0,887.4285888671875,11,7
3905,A2C,A2C_Q,SingleObjective_PolicyBased,6,2,2,0,"Action 6 was executed via stochastic sampling; the highest-logit action (action 2) was not chosen. TD-trained Q-value of action 6 vs highest-logit action (action 2): +22.5065. [A2C: Q(s,a) trained via TD on A2C's own transitions. reference_action = argmax(logits). prob_action_i columns contain softmax(logits) for SHAP analysis. Reward decomposition not applicable.]",-0.119734256,-0.040627823,-18.74832774,-415.5657349,-438.0722351,22.506500244140625,0.035224,0.029701,0.332838,0.066127,0.04249,0.174058,0.043146,0.041691,0.104072,0.022883,0.025972,0.081798,0.332838,2,2.096198,20,186.5,20,104.8125,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.8926455974578857,4.5859375,11013.38672,0.005040305,0.015510559,0.081978932,0,63.42856979370117,0,887.2857055664062,11,7
3906,A2C,A2C_Q,SingleObjective_PolicyBased,2,2,5,1,"Action 2 was executed and matches the highest-logit action (action 2). TD-trained Q-value vs next-best action 5: -1.4548. [A2C: Q(s,a) trained via TD on A2C's own transitions. reference_action = argmax(logits). prob_action_i columns contain softmax(logits) for SHAP analysis. Reward decomposition not applicable.]",-20.06165809,-20.08636715,-40.24933912,-437.9212036,-436.4664001,-1.454803467,0.035852,0.030191,0.318297,0.06779,0.038048,0.17966,0.044917,0.04177,0.108747,0.023463,0.026763,0.084501,0.318297,2,2.111665,18,184.5,20,104.8125,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.8926455974578857,4.5859375,11016.2793,0.00538499,0.017837524,0.081978932,0,63.42856979370117,0,887.1428833007812,12,7
3907,A2C,A2C_Q,SingleObjective_PolicyBased,2,2,5,1,"Action 2 was executed and matches the highest-logit action (action 2). TD-trained Q-value vs next-best action 5: -9.8511. [A2C: Q(s,a) trained via TD on A2C's own transitions. reference_action = argmax(logits). prob_action_i columns contain softmax(logits) for SHAP analysis. Reward decomposition not applicable.]",-20,-20.0859442,-40.25035054,-434.3100281,-424.4589539,-9.851074219,0.035852,0.030191,0.318297,0.06779,0.038048,0.17966,0.044917,0.04177,0.108747,0.023463,0.026763,0.084501,0.318297,2,2.111665,20,186.5,20,104.8125,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.8926455974578857,4.5859375,11019.17188,0.012414659,0.053863525,0.081978932,0,63.42856979370117,0,887.1428833007812,12,7
3908,A2C,A2C_Q,SingleObjective_PolicyBased,6,2,2,0,"Action 6 was executed via stochastic sampling; the highest-logit action (action 2) was not chosen. TD-trained Q-value of action 6 vs highest-logit action (action 2): -1.5734. [A2C: Q(s,a) trained via TD on A2C's own transitions. reference_action = argmax(logits). prob_action_i columns contain softmax(logits) for SHAP analysis. Reward decomposition not applicable.]",-0.061658095,-0.039420378,-18.75136201,-423.7211609,-422.1477661,-1.573394775,0.035852,0.030191,0.318297,0.06779,0.038048,0.17966,0.044917,0.04177,0.108747,0.023463,0.026763,0.084501,0.318297,2,2.111665,20,186.5,22,106.875,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.8926455974578857,4.5859375,11022.06445,0.012344087474048138,0.053039551,0.081978932,0,63.42856979370117,0,887.1428833007812,12,7
3909,A2C,A2C_Q,SingleObjective_PolicyBased,2,2,5,1,"Action 2 was executed and matches the highest-logit action (action 2). TD-trained Q-value vs next-best action 5: +22.5117. [A2C: Q(s,a) trained via TD on A2C's own transitions. reference_action = argmax(logits). prob_action_i columns contain softmax(logits) for SHAP analysis. Reward decomposition not applicable.]",-0.061658095,-0.088276341,-18.75153806,-423.8365173,-446.3482056,22.511688232421875,0.035852,0.030191,0.318297,0.06779,0.038048,0.17966,0.044917,0.04177,0.108747,0.023463,0.026763,0.084501,0.318297,2,2.111665,18,184.5,22,106.875,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.8926455974578857,4.5859375,11024.95703,0.005221776,0.016723633,0.081978932,0,63.42856979370117,0,887,12,7
3910,A2C,A2C_Q,SingleObjective_PolicyBased,7,2,2,0,"Action 7 was executed via stochastic sampling; the highest-logit action (action 2) was not chosen. TD-trained Q-value of action 7 vs highest-logit action (action 2): +0.3994. [A2C: Q(s,a) trained via TD on A2C's own transitions. reference_action = argmax(logits). prob_action_i columns contain softmax(logits) for SHAP analysis. Reward decomposition not applicable.]",-20.06165809,-20.04038,-40.25254958,-443.9909058,-444.3902893,0.399383545,0.035852,0.030191,0.318297,0.06779,0.038048,0.17966,0.044917,0.04177,0.108747,0.023463,0.026763,0.084501,0.318297,2,2.111665,20,186.5,20,104.8125,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.8926455974578857,4.5859375,11027.84961,0.012680871412158012,0.053527832,0.081978932,0,63.42856979370117,0,886.8571166992188,12,7
3911,A2C,A2C_Q,SingleObjective_PolicyBased,5,2,2,0,"Action 5 was executed via stochastic sampling; the highest-logit action (action 2) was not chosen. TD-trained Q-value of action 5 vs highest-logit action (action 2): +13.7485. [A2C: Q(s,a) trained via TD on A2C's own transitions. reference_action = argmax(logits). prob_action_i columns contain softmax(logits) for SHAP analysis. Reward decomposition not applicable.]",-20,-20.08810695,-40.25356115,-427.3757629,-441.1242676,13.748504638671875,0.037025,0.031208,0.294962,0.070257,0.038584,0.186732,0.044711,0.04167,0.114533,0.0244,0.027905,0.088013,0.294962,2,2.13979,20,186.5,20,104.8125,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.8926455974578857,4.5859375,11030.74219,0.005351475,0.017242432,0.081978932,0,63.42856979370117,0,886.8571166992188,12,7
